"Arani"	2.73224043715847	2.73224043715847
"Ayo Ayo"	0.537634408602151	0.537634408602151
"Azurduy"	8.68794326241135	12.5886524822695
"Bermejo_Aeropuerto tja"	13.8440860215054	13.7096774193548
"Camiri Aeropuerto"	2.04678362573099	1.90058479532164
"Chinoli"	2.27272727272727	2.57575757575758
"Chorocona"	8.53658536585366	15.8536585365854
"Cobija Aeropuerto"	2.63157894736842	3.17982456140351
"Cochabamba Aeropuerto"	0.119047619047619	0.119047619047619
"Coimata"	12.1794871794872	12.1794871794872
"Collana"	0.181159420289855	0.181159420289855
"Concepcion_sc"	4.16666666666667	0.714285714285714
"Coripata"	8.33333333333333	8.33333333333333
"Culpina"	12.5925925925926	12.5925925925926
"El Alto Aeropuerto"	0.225225225225225	0
"Irupana"	0.683060109289617	0.683060109289617
"Isla Del Sol"	18.0894308943089	18.0894308943089
"La Torre"	4.48717948717949	3.63247863247863
"La Violeta"	0.641025641025641	0.641025641025641
"Laykacota"	0.225225225225225	0.225225225225225
"Luribay"	1.75438596491228	4.71491228070175
"Magdalena"	2.72727272727273	1.21212121212121
"Misicuni"	16.6666666666667	16.4855072463768
"Mizque"	7.97619047619048	7.97619047619048
"Mojo"	1.64473684210526	1.53508771929825
"Monteagudo_El Baniado"	12.9084967320261	18.1372549019608
"Oruro Aeropuerto"	0.112612612612613	0.225225225225225
"Padilla"	6.35964912280702	6.35964912280702
"Potosi Aeropuerto"	14.6341463414634	8.13008130081301
"Potosi Los Pinos"	0.649350649350649	0.649350649350649
"Puerto Suarez Aeropuerto"	0.119047619047619	0
"Puna"	5.85106382978723	5.85106382978723
"Ravelo"	8.65384615384615	9.13461538461538
"Redencion Pampa"	0.541125541125541	0.757575757575758
"Riberalta"	1.74731182795699	1.74731182795699
"Robore"	0.112612612612613	0
"Rurrenabaque Aeropuerto"	1.47849462365591	1.0752688172043
"San Benito"	4.16666666666667	4.16666666666667
"San Borja"	3.94736842105263	3.94736842105263
"San Calixto"	18.1818181818182	18.1818181818182
"San Ignacio De Moxos"	6.46258503401361	10.5442176870748
"San Ignacio De Velasco"	0.900900900900901	0.788288288288288
"San Javier"	1.66666666666667	1.45833333333333
"San Joaquin"	5.10752688172043	4.83870967741935
"San Jose de Chiquitos"	1.8018018018018	1.68918918918919
"San Lucas"	15.9090909090909	15.9090909090909
"Santa Ana"	2.42424242424242	3.48484848484849
"Santiago De Huata"	9.61538461538462	9.61538461538462
"Santiago De Machaca"	0.833333333333333	0.833333333333333
"Sorata"	10.7456140350877	10.8552631578947
"Sucre SENAMHI"	2.74122807017544	2.85087719298246
"Talula_Tako Tako"	0.378787878787879	0
"Tarabuco"	3.57142857142857	3.57142857142857
"Tarata"	0	0
"Tarija Aeropuerto"	0.43859649122807	0
"Tinguipaya"	2.18253968253968	2.18253968253968
"Tiraque"	0.793650793650794	0.793650793650794
"Trinidad Aeropuerto"	0.268817204301075	0.134408602150538
"Trompillo Aeropuerto"	0.238095238095238	0.119047619047619
"Tupiza"	3.03030303030303	3.03030303030303
"Uyuni"	1.23873873873874	1.23873873873874
"Villamontes Aeropuerto"	13.034188034188	11.7521367521368
"Yacuiba Aeropuerto"	1.90058479532164	2.19298245614035
"Yocalla"	1.35135135135135	1.35135135135135
"Yotala"	2.96803652968037	3.19634703196347
"Zudaniez"	8.33333333333333	2.12765957446809
