1980	1	1980-01-01	244.602
1980	2	1980-02-01	133.604
1980	3	1980-03-01	138.43
1980	4	1980-04-01	35.306
1980	5	1980-05-01	48.514
1980	6	1980-06-01	15.24
1980	7	1980-07-01	0
1980	8	1980-08-01	41.402
1980	9	1980-09-01	18.288
1980	10	1980-10-01	63.5
1980	11	1980-11-01	15.494
1980	12	1980-12-01	139.954
1981	1	1981-01-01	129.032
1981	2	1981-02-01	140.208
1981	3	1981-03-01	280.924
1981	4	1981-04-01	131.064
1981	5	1981-05-01	27.686
1981	6	1981-06-01	14.224
1981	7	1981-07-01	3.302
1981	8	1981-08-01	2.54
1981	9	1981-09-01	59.944
1981	10	1981-10-01	103.632
1981	11	1981-11-01	114.3
1981	12	1981-12-01	253.238
1982	1	1982-01-01	271.526
1982	2	1982-02-01	351.028
1982	3	1982-03-01	165.1
1982	4	1982-04-01	222.25
1982	5	1982-05-01	23.368
1982	6	1982-06-01	22.352
1982	7	1982-07-01	11.938
1982	8	1982-08-01	3.302
1982	9	1982-09-01	12.192
1982	10	1982-10-01	87.884
1982	11	1982-11-01	133.858
1982	12	1982-12-01	172.466
1983	1	1983-01-01	287.274
1983	2	1983-02-01	111.76
1983	3	1983-03-01	116.332
1983	4	1983-04-01	113.284
1983	5	1983-05-01	65.278
1983	6	1983-06-01	46.736
1983	7	1983-07-01	46.228
1983	8	1983-08-01	0
1983	9	1983-09-01	2.54
1983	10	1983-10-01	66.294
1983	11	1983-11-01	159.766
1983	12	1983-12-01	95.504
1984	1	1984-01-01	370.84
1984	2	1984-02-01	49.53
1984	3	1984-03-01	104.394
1984	4	1984-04-01	74.676
1984	5	1984-05-01	0
1984	6	1984-06-01	171.704
1984	7	1984-07-01	2.032
1984	8	1984-08-01	7.62
1984	9	1984-09-01	0
1984	10	1984-10-01	55.88
1984	11	1984-11-01	186.69
1984	12	1984-12-01	196.85
1985	1	1985-01-01	63.246
1985	2	1985-02-01	234.95
1985	3	1985-03-01	172.466
1985	4	1985-04-01	NA
1985	5	1985-05-01	NA
1985	6	1985-06-01	171.704
1985	7	1985-07-01	NA
1985	8	1985-08-01	NA
1985	9	1985-09-01	37.592
1985	10	1985-10-01	17.526
1985	11	1985-11-01	205.486
1985	12	1985-12-01	274.828
1986	1	1986-01-01	154.432
1986	2	1986-02-01	271.526
1986	3	1986-03-01	163.83
1986	4	1986-04-01	148.59
1986	5	1986-05-01	191.77
1986	6	1986-06-01	210.82
1986	7	1986-07-01	62.23
1986	8	1986-08-01	0
1986	9	1986-09-01	122.428
1986	10	1986-10-01	203.708
1986	11	1986-11-01	145.542
1986	12	1986-12-01	58.928
1987	1	1987-01-01	141.732
1987	2	1987-02-01	141.224
1987	3	1987-03-01	95.504
1987	4	1987-04-01	186.944
1987	5	1987-05-01	173.228
1987	6	1987-06-01	48.768
1987	7	1987-07-01	68.326
1987	8	1987-08-01	28.448
1987	9	1987-09-01	0
1987	10	1987-10-01	52.578
1987	11	1987-11-01	132.842
1987	12	1987-12-01	144.78
1988	1	1988-01-01	90.424
1988	2	1988-02-01	45.212
1988	3	1988-03-01	206.248
1988	4	1988-04-01	64.516
1988	5	1988-05-01	124.968
1988	6	1988-06-01	0
1988	7	1988-07-01	35.306
1988	8	1988-08-01	0
1988	9	1988-09-01	0
1988	10	1988-10-01	15.494
1988	11	1988-11-01	27.94
1988	12	1988-12-01	136.906
1989	1	1989-01-01	181.102
1989	2	1989-02-01	102.108
1989	3	1989-03-01	129.54
1989	4	1989-04-01	153.416
1989	5	1989-05-01	78.486
1989	6	1989-06-01	71.374
1989	7	1989-07-01	14.732
1989	8	1989-08-01	4.826
1989	9	1989-09-01	32.766
1989	10	1989-10-01	0
1989	11	1989-11-01	28.702
1989	12	1989-12-01	132.08
1990	1	1990-01-01	95.758
1990	2	1990-02-01	38.354
1990	3	1990-03-01	16.002
1990	4	1990-04-01	62.992
1990	5	1990-05-01	131.064
1990	6	1990-06-01	23.114
1990	7	1990-07-01	0
1990	8	1990-08-01	0
1990	9	1990-09-01	0
1990	10	1990-10-01	25.908
1990	11	1990-11-01	35.052
1990	12	1990-12-01	65.024
1991	1	1991-01-01	78.74
1991	2	1991-02-01	94.996
1991	3	1991-03-01	85.598
1991	4	1991-04-01	68.072
1991	5	1991-05-01	15.748
1991	6	1991-06-01	7.112
1991	7	1991-07-01	7.112
1991	8	1991-08-01	0
1991	9	1991-09-01	0
1991	10	1991-10-01	9.144
1991	11	1991-11-01	33.782
1991	12	1991-12-01	21.59
1992	1	1992-01-01	115.57
1992	2	1992-02-01	103.124
1992	3	1992-03-01	34.798
1992	4	1992-04-01	91.44
1992	5	1992-05-01	177.546
1992	6	1992-06-01	71.882
1992	7	1992-07-01	40.894
1992	8	1992-08-01	11.684
1992	9	1992-09-01	28.702
1992	10	1992-10-01	63.246
1992	11	1992-11-01	31.75
1992	12	1992-12-01	115.062
1993	1	1993-01-01	140.97
1993	2	1993-02-01	92.202
1993	3	1993-03-01	127.254
1993	4	1993-04-01	9.398
1993	5	1993-05-01	28.194
1993	6	1993-06-01	7.366
1993	7	1993-07-01	21.082
1993	8	1993-08-01	15.494
1993	9	1993-09-01	5.08
1993	10	1993-10-01	25.146
1993	11	1993-11-01	19.812
1993	12	1993-12-01	131.318
1994	1	1994-01-01	68.834
1994	2	1994-02-01	86.106
1994	3	1994-03-01	63.246
1994	4	1994-04-01	17.018
1994	5	1994-05-01	40.386
1994	6	1994-06-01	25.654
1994	7	1994-07-01	0
1994	8	1994-08-01	0
1994	9	1994-09-01	43.434
1994	10	1994-10-01	34.036
1994	11	1994-11-01	47.752
1994	12	1994-12-01	57.658
1995	1	1995-01-01	65.278
1995	2	1995-02-01	61.722
1995	3	1995-03-01	40.132
1995	4	1995-04-01	40.132
1995	5	1995-05-01	17.526
1995	6	1995-06-01	26.162
1995	7	1995-07-01	19.05
1995	8	1995-08-01	7.112
1995	9	1995-09-01	0
1995	10	1995-10-01	0
1995	11	1995-11-01	13.97
1995	12	1995-12-01	57.658
1996	1	1996-01-01	34.798
1996	2	1996-02-01	75.946
1996	3	1996-03-01	45.466
1996	4	1996-04-01	NA
1996	5	1996-05-01	24.13
1996	6	1996-06-01	7.112
1996	7	1996-07-01	0
1996	8	1996-08-01	10.414
1996	9	1996-09-01	54.61
1996	10	1996-10-01	237.236
1996	11	1996-11-01	277.622
1996	12	1996-12-01	144.018
1997	1	1997-01-01	113.284
1997	2	1997-02-01	72.898
1997	3	1997-03-01	62.738
1997	4	1997-04-01	59.944
1997	5	1997-05-01	114.554
1997	6	1997-06-01	82.042
1997	7	1997-07-01	54.864
1997	8	1997-08-01	24.892
1997	9	1997-09-01	117.856
1997	10	1997-10-01	96.012
1997	11	1997-11-01	154.686
1997	12	1997-12-01	183.642
1998	1	1998-01-01	62.23
1998	2	1998-02-01	192.278
1998	3	1998-03-01	192.532
1998	4	1998-04-01	164.084
1998	5	1998-05-01	41.402
1998	6	1998-06-01	19.558
1998	7	1998-07-01	21.082
1998	8	1998-08-01	21.336
1998	9	1998-09-01	26.924
1998	10	1998-10-01	67.31
1998	11	1998-11-01	95.25
1998	12	1998-12-01	118.872
1999	1	1999-01-01	134.112
1999	2	1999-02-01	158.496
1999	3	1999-03-01	110.236
1999	4	1999-04-01	95.504
1999	5	1999-05-01	76.2
1999	6	1999-06-01	47.244
1999	7	1999-07-01	22.352
1999	8	1999-08-01	14.986
1999	9	1999-09-01	27.432
1999	10	1999-10-01	75.438
1999	11	1999-11-01	84.582
1999	12	1999-12-01	121.92
2000	1	2000-01-01	136.144
2000	2	2000-02-01	112.268
2000	3	2000-03-01	108.712
2000	4	2000-04-01	43.18
2000	5	2000-05-01	33.02
2000	6	2000-06-01	29.21
2000	7	2000-07-01	28.956
2000	8	2000-08-01	15.748
2000	9	2000-09-01	8.128
2000	10	2000-10-01	61.468
2000	11	2000-11-01	91.186
2000	12	2000-12-01	128.524
